Sat_Name,Country,Country_of_Operator,Owner,Users,Purpose,Class_Of _Orbit,Type_Of_Orbit,Perigee_in_km,Apogee_in_km,Date_Of_Launch,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,COSPAR_Number,SatID,Comments
Starlink-5375                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AZ,56140,No Comments
Starlink-5376                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046BB,56142,No Comments
Starlink-5376                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046BB,56142,No Comments
Starlink-5377                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046BA,56141,No Comments
Starlink-5378                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AY,56139,No Comments
Starlink-5423                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AU,55670,No Comments
Starlink-5455                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AS,55668,No Comments
Starlink-5456                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AR,55667,No Comments
Starlink-5459                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AT,55669,No Comments
Starlink-5460                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AV,55671,No Comments
Starlink-5461                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AW,55672,No Comments
Starlink-5462                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AY,55674,No Comments
Starlink-5463                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AX,55673,No Comments
Starlink-5467                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AJ,55660,No Comments
Starlink-5469                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021X,55649,No Comments
Starlink-5473                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AM,55663,No Comments
Starlink-5474                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AP,55665,No Comments
Starlink-5475                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AK,55661,No Comments
Starlink-5477                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AH,55659,No Comments
Starlink-5478                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021Q,55642,No Comments
Starlink-5479                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AL,55662,No Comments
Starlink-5480                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AN,55664,No Comments
Starlink-5483                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021R,55643,No Comments
Starlink-5484                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021A,55628,No Comments
Starlink-5487                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021AA,55652,No Comments
Starlink-5489                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AV,56136,No Comments
Starlink-5491                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013B,55332,No Comments
Starlink-5492                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013A,55331,No Comments
Starlink-5493                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013C,55333,No Comments
Starlink-5494                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021Y,55650,No Comments
Starlink-5495                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021H,55635,No Comments
Starlink-5497                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021B,55629,No Comments
Starlink-5498                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021F,55633,No Comments
Starlink-5499                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028Z,55764,No Comments
Starlink-5500                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021G,55634,No Comments
Starlink-5501                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021W,55648,No Comments
Starlink-5502                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021S,55644,No Comments
Starlink-5506                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021Z,55651,No Comments
Starlink-5507                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021L,55638,No Comments
Starlink-5508                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021M,55639,No Comments
Starlink-5510                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021V,55647,No Comments
Starlink-5531                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013BE,55384,No Comments
Starlink-5532                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028V,55760,No Comments
Starlink-5539                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028G,55747,No Comments
Starlink-5544                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028S,55757,No Comments
Starlink-5546                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021E,55632,No Comments
Starlink-5547                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013X,55352,No Comments
Starlink-5555                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013BH,55386,No Comments
Starlink-5556                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013BG,55385,No Comments
Starlink-5557                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AF,55770,No Comments
Starlink-5558                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/02/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-021D,55631,No Comments
Starlink-5560                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028J,55749,No Comments
Starlink-5563                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AU,56135,No Comments
Starlink-5564                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AT,56134,No Comments
Starlink-5565,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028E,55745,No Comments
Starlink-5566                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AS,56133,No Comments
Starlink-5567                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AY,55377,No Comments
Starlink-5568                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AT,55372,No Comments
Starlink-5569                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013BA,55379,No Comments
Starlink-5570                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AU ,55433,No Comments
Starlink-5571                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013BB,55380,No Comments
Starlink-5572                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AZ,55378,No Comments
Starlink-5573                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028K,55750,No Comments
Starlink-5574                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AH,55362,No Comments
Starlink-5575                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013BC,55382,No Comments
Starlink-5576                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013BD,55383,No Comments
Starlink-5577                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028L,55751,No Comments
Starlink-5578                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AV,55374,No Comments
Starlink-5579                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028F,55746,No Comments
Starlink-5580                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028H,55748,No Comments
Starlink-5581                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AU,55373,No Comments
Starlink-5583                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AD,55768,No Comments
Starlink-5584                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AE,55769,No Comments
Starlink-5586                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AX,55376,No Comments
Starlink-5588                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AW,55375,No Comments
Starlink-5590                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AS,55371,No Comments
Starlink-5591                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AG,55771,No Comments
Starlink-5592,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028A,55741,No Comments
Starlink-5593                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028Y,55763,No Comments
Starlink-5594,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028B,55742,No Comments
Starlink-5595                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AA,55765,No Comments
Starlink-5596                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AD,55476,No Comments
Starlink-5597                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014N ,55403,No Comments
Starlink-5598                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AG ,55421,No Comments
Starlink-5599                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AB,55766,No Comments
Starlink-5601                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028D,55744,No Comments
Starlink-5602                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028C,55743,No Comments
Starlink-5603                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028X,55762,No Comments
Starlink-5604                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AF ,55420,No Comments
Starlink-5605                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014W ,55411,No Comments
Starlink-5606                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AC,55767,No Comments
Starlink-5607                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014P ,55404,No Comments
Starlink-5608                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013Y,55353,No Comments
Starlink-5609                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013T,55348,No Comments
Starlink-5611                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028W,55761,No Comments
Starlink-5612                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028P,55754,No Comments
Starlink-5613                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028M,55752,No Comments
Starlink-5614                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028R,55756,No Comments
Starlink-5615                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AL ,55425,No Comments
Starlink-5616                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AC ,55417,No Comments
Starlink-5617                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028N,55753,No Comments
Starlink-5618                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AA ,55415,No Comments
Starlink-5619                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028Q,55755,No Comments
Starlink-5620                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014Z ,55414,No Comments
Starlink-5621                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AV ,55434,No Comments
Starlink-5622                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AD,55358,No Comments
Starlink-5623                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014Q,55405,No Comments
Starlink-5624                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AB ,55416,No Comments
Starlink-5625                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AP,55368,No Comments
Starlink-5626                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AW                ,55435,No Comments
Starlink-5627                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AK,55364,No Comments
Starlink-5628                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015T,55466,No Comments
Starlink-5629                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AE ,55419,No Comments
Starlink-5630                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014R ,55406,No Comments
Starlink-5631                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013R,55346,No Comments
Starlink-5632                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014K ,55400,No Comments
Starlink-5633                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014V,55410,No Comments
Starlink-5634                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014BA                ,55439,No Comments
Starlink-5635                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AN,55367,No Comments
Starlink-5636                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015F,55455,No Comments
Starlink-5637                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AT ,55432,No Comments
Starlink-5638                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AM ,55426,No Comments
Starlink-5639                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AL,55365,No Comments
Starlink-5640                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AX ,55436,No Comments
Starlink-5641                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AE,55359,No Comments
Starlink-5642                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AR ,55430,No Comments
Starlink-5643                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AS ,55431,No Comments
Starlink-5644                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AQ,55369,No Comments
Starlink-5645                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,580,583,31/01/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-014AQ ,55429,No Comments
Starlink-5646                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015N,55461,No Comments
Starlink-5647                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AA,55355,No Comments
Starlink-5648                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AJ,55363,No Comments
Starlink-5649                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013Z,55354,No Comments
Starlink-5650                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AC,55475,No Comments
Starlink-5651                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AC,55357,No Comments
Starlink-5652                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013D,55334,No Comments
Starlink-5653                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013Q,55345,No Comments
Starlink-5654                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AM,55366,No Comments
Starlink-5655                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013F,55336,No Comments
Starlink-5656                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015C,55451,No Comments
Starlink-5657                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013M,55342,No Comments
Starlink-5658                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013H,55338,No Comments
Starlink-5659                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013W,55351,No Comments
Starlink-5660                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013E,55335,No Comments
Starlink-5661                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013N,55343,No Comments
Starlink-5662                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013P,55344,No Comments
Starlink-5663                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013S,55347,No Comments
Starlink-5664                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AF,55360,No Comments
Starlink-5665                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013AG,55361,No Comments
Starlink-5666                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013U,55349,No Comments
